surface,reading,romaji,pos,frequency,short_translation,detailed_translation,used_in_sentence,english_pos
解い,トイ,toi,動詞-一般,1,untie,"The verb '解い' (とい) comes from '解く' which means to untie, unravel, or unfasten something that is tied, tangled, or fastening. It can also imply solving a problem or dissolving a puzzle or riddle.",彼は結び目を解いで、靴から解放された。,verb
見得,ミエ,mie,名詞-普通名詞-一般,1,pose,"'見得' (miede) refers to a pose, particularly in the context of Japanese traditional performing arts like Kabuki. It is a dramatic or striking pose that a performer takes at a climactic moment to capture the audience's attention.",歌舞伎には、重要なシーンで役者が見得を切る瞬間があります。,noun
裏手,ウラテ,urate,名詞-普通名詞-一般,1,back side,"Refers to the rear or opposite side of something, often used to indicate the area at the back of a house or building.",その家の裏手には美しい庭があります。,noun
完了,カンリョー,kanryou,名詞-普通名詞-サ変可能,1,completion,It refers to the state of being finished or completed. It can also mean finalization of a process or task.,プロジェクトが完了しました。,noun
やっぱり,ヤッパリ,yappari,副詞,1,as expected,"This adverb can be translated as 'as expected,' 'after all,' or 'just as I thought.' It is often used to express realization or confirmation of what was anticipated.",やっぱり彼が来たね。,adverb
もらおう,モラオー,moraou,動詞-非自立可能,1,to receive,"The verb 'もらおう' is a volitional form of 'もらう', which means 'to receive' or 'to get'. In its volitional form, it expresses a suggestion or willingness to receive something.",友達からプレゼントをもらおう。,verb
もらっ,モラッ,moratsu,動詞-非自立可能,1,receive,The word 'もらっ' is the past and conjunctive form of the verb 'もらう' which means 'to receive'. It is often used to indicate receiving something from someone.,彼からプレゼントをもらった。,verb (non-independent)
こ,コ,ko,接尾辞-名詞的-一般,1,child,The suffix 'こ' often means 'child' or 'young' and can be used to indicate a young version of something or a person. It can also imply affection or familiarity when attached to certain nouns.,子猫はとてもかわいい。,noun suffix
ぐっ,グッ,gutsu,名詞-固有名詞-人名-一般,1,Gutt,"Gutt is a Japanese given name used for people, possibly deriving from the pronunciation of an imported name adapted into the Japanese phonetic system, often using katakana.",ぐっさんと一緒に行きました。,noun - proper noun - personal name - general
やはり,ヤハリ,yahari,副詞,1,as expected,"The word 'やはり' is an adverb used to express the idea that something happened as expected or according to what was known to be true or predictable. It can also mean 'after all', 'still', or 'as I thought'.",やはり彼は来なかった。,adverb
やれ,ヤレ,yare,動詞-非自立可能,1,do,"A form of the verb 'yaru', which means 'to do', 'to perform', or 'to carry out'. It is a non-independent verb often used in certain expressions or conjunctions.",彼にやれと言われた。,verb
もっ,モッ,motsu,動詞-一般,1,to have,"The term 'もっ' is a colloquial and alternate reading of 持つ (motsu). It means to have, hold, or possess something. It's used in informal contexts and can also mean to carry or to own something. It implies a state of possession or maintenance.",あの子はいつもバッグをもっっている。,verb
こちら,コチラ,kochira,代名詞,1,this,"Used to refer to something or someone near the speaker, similar to 'this' or 'here'. It can also indicate 'this direction'.",こちらが私の家です。,pronoun
こっそり,コッソリ,kossori,副詞,1,secretly,In a manner that is not intended to be seen or noticed by others; quietly or discreetly.,彼はこっそりと部屋を出ました。,adverb
むだ,ムダ,muda,名詞-普通名詞-形状詞可能,1,waste,"The term 'むだ' refers to something that is unnecessary or superfluous. It's often used in contexts to describe a waste of resources, effort, time, or money.",それは時間とお金のむだだ。,noun
ことば,コトバ,kotoba,名詞-普通名詞-一般,1,word,"'ことば' primarily means 'word' in English. It can refer to a single unit of language, or broadly to speech or language as a medium of communication.",彼は優しいことばをかけてくれた。,noun - common noun - general
まま,ママ,mama,名詞-普通名詞-副詞可能,1,as is,"This noun expresses a state of being unchanged or remaining in the same condition. It can mean 'as is,' 'as it is,' or 'in its current state.' It often implies maintaining a certain situation or condition.",そのままにしておいてください。,noun
まっ,マッ,matsu,接頭辞,1,just,"Used as a prefix to intensify or indicate precision or emphasis, such as 'just', 'exactly', or 'perfectly'.",彼はまっすぐに進んだ。,prefix
ゆうべ,ユーベ,yuube,名詞-普通名詞-副詞可能,1,evening,"The word 'ゆうべ' (yuube) refers to the previous evening or last night, commonly used to refer to the night just passed.",ゆうべは雨が降りました。,noun
さっぱり,サッパリ,sappari,副詞,1,completely,"The word 'さっぱり' can mean 'completely', 'entirely', or 'not at all' depending on the context. It is often used to express total or entire completion, such as 'completely finished' or 'entirely clean'. It can also express a refreshing feeling or a lack of understanding (when used with negative).",この部屋はさっぱりしていて、とても気持ちがいい。,adverb
んで,ンデ,nde,接続詞,1,and,"The word 'んで' is a casual contraction of 'ので', which is used to connect two clauses indicating cause or reason, similar to 'and so', 'because', or 'therefore' in English.",今日は忙しいんで、後で話しましょう。,conjunction
おいおい,オイオイ,oioi,副詞,1,gradually,The adverb 'おいおい' means gradually or little by little. It describes a process of change that happens slowly over time.,彼はおいおいと良くなってきています。,adverb
アハアハ,アハアハ,ahaaha,名詞-普通名詞-一般,1,laughter,"A sound or expression of laughter, resembling 'haha' or chuckling, often used to convey amusement or joy.",彼のジョークが面白すぎて、観客はみんなアハアハと笑い出した。,noun
ウハハハ,ウハハハ,uhahaha,名詞-普通名詞-一般,1,laughter,"A representation of loud laughter or a hearty laugh, often used in written form to convey a boisterously happy or amused reaction.",友人がジョークを言って、みんながウハハハと笑った。,noun
キャ,キャ,kya,名詞-普通名詞-一般,1,key,"A small device used to open a lock. In this case, further context is needed to understand the specific use, as 'キャ' could also be a transliteration noise or sound effect typical in Japanese, or part of a loanword where it may take on other meanings.",そのドアを開けるにはキャが必要です。,noun
ク,ク,ku,名詞-普通名詞-一般,1,queue,"In the context of computing, 'ク' refers to a data structure used to store multiple entities in an ordered sequence, where entities can be added at one end (rear) and removed from the other end (front), known as a queue. The term can also be colloquially used to refer to a queue of people or things waiting.",イベントのために長いクができている。,noun
おら,オラ,ora,動詞-非自立可能,1,be,"A colloquial auxiliary verb form of 'いる,' meaning 'to be' or 'to exist.' Often used regionally or in conversational Japanese to indicate the presence or existence of a subject, particularly in informal speech.",おらここにいるよ。,verb - auxiliary
わり,ワリ,wari,名詞-普通名詞-助数詞可能,1,rate,"Refers to a ratio or rate, often used to indicate proportion or percentage in Japanese.",割引は2割です。,noun
わざと,ワザト,wazato,副詞,1,on purpose,"The adverb 'わざと' means to do something deliberately or intentionally, often with a specific intent in mind.",彼はわざとガラスを割った。,adverb
よっぽど,ヨッポド,yoppodo,副詞,1,considerably,"The adverb 'よっぽど' expresses a strong degree of something, indicating that something is likely or very probable, often more than expected. It can also mean 'considerably,' 'really,' or 'to a large extent.'",彼はよっぽど疲れていたのか、すぐに眠ってしまった。,adverb
よけ,ヨケ,yoke,動詞-一般,1,dodge,"To avoid or sidestep something, often used in the context of physically avoiding an object or a person.",彼はボールをよけた。,verb
どっ,ドッ,dotsu,代名詞,1,which,"A pronoun used to ask for specific information about a person or thing, often implying a choice among alternatives.",どっちが好き？,pronoun
たくさん,タクサン,takusan,副詞,1,many,"A Japanese adverb used to express a large quantity or volume of something. It can mean 'many', 'a lot', or 'a large amount'.",たくさんの本を読みました。,adverb
とも,トモ,tomo,接尾辞-名詞的-副詞可能,1,together,"As a suffix, 'とも' can mean 'together' or 'both.' It can also signify 'all' or 'even if' when appended to nouns or in forming adverbs.",彼らはともに歩いた。,suffix-noun-adverbial
とりあえず,トリアエズ,toriaezu,副詞,1,for now,"The word ""とりあえず"" implies doing something tentatively or for the time being, without necessarily being the final or best solution.",とりあえずお茶でも飲みましょう。,adverb
たがる,タガル,tagaru,助動詞,1,want to,Used to express a strong desire or intent for third-person subjects; indicates that someone other than the speaker wants to do something.,彼は新しい車を買いたがっている。,auxiliary verb
たか,タカ,taka,名詞-普通名詞-一般,1,hawk,"The word 'たか' in Japanese refers to a hawk, which is a type of bird of prey known for its sharp talons and keen eyesight. It is a common word used to describe these birds in general.",空を高く飛ぶたかが見えた。,noun
そん,ソン,son,代名詞,1,loss,"Refers generally to loss, disadvantage, or disadvantageous conditions.",その選択は今後の進展にとってそんになるかもしれない。,pronoun
そりゃあ,ソリャー,soryaa,代名詞,1,that,"A casual or colloquial form of 'それは' (sore wa), meaning 'that is' or 'that one'. Used to refer to something mentioned or understood in the conversation.",そりゃあ面白いね。,pronoun
たる,タル,taru,助動詞,1,be,"The auxiliary verb 'たる' is used in classical Japanese to indicate a state or condition of being, often comparable to 'to be' or 'to exist.' It connects to nouns or adjectives, describing inherent qualities or states.",名医たる者は、常に勉強を怠らない。,auxiliary verb
そっち,ソッチ,sotchi,代名詞,1,there,"The pronoun 'そっち' can refer to the location or direction near the listener, as well as implying a second of the two options, akin to 'there' or 'that direction' in English.",そっちに行ってみてください。,pronoun
ほとんど,ホトンド,hotondo,名詞-普通名詞-副詞可能,1,almost,"The word ""ほとんど"" translates to ""almost"" in English. It refers to something that is nearly complete or nearly happening, but not entirely. It can also imply ""most"" or ""nearly all"" when referring to a quantity or extent.",ほとんどの人がそのイベントに参加しました。,noun - common noun - adverbial possible
ふん,フン,fun,動詞-一般,1,step,"The verb 'ふん' (pronounced 'fun') means to step or tread, often implying a deliberate or forceful action, such as 'stamping one's foot.' It can be used in contexts where one is making a step as part of movement or action.",彼は勢いよく足をふんだ。,verb
はず,ハズ,hazu,名詞-普通名詞-一般,1,expectation,'Hazú' is a noun in Japanese that conveys the idea of expectation or something that is supposed to happen or be true. It implies the speaker's belief that an event or state of affairs should come to pass based on certain conditions.,それはうまくいくはずです。,noun
はたけ,ハタケ,hatake,名詞-普通名詞-一般,1,field,"A field or cultivated farm land, typically used to describe areas where crops are grown.",彼の家の裏には大きな畑があります。,noun
はっ,ハッ,hatsu,感動詞-一般,1,Ah,"An interjection expressing surprise, realization, or sudden understanding, similar to the English expressions 'Oh!' or 'Ah!'",彼ははっとうろたえて反応した。,interjection
さんざん,サンザン,sanzan,副詞,1,severely,"Indicates experiencing a situation to a high degree, often with negative connotations, such as 'bitterly' or 'terribly'.",彼はさんざん迷った末にその決断をした。,adverb
そこ,ソコ,soko,代名詞,1,there,The word 'そこ' is used to refer to a place or location that is near to the listener. It conveys the meaning of 'there' or 'that place' and is often used in contrast to 'ここ' (here) or 'そっち' (that way). It can also be used metaphorically to refer to something mentioned previously in conversation.,そこに行きましょう。,pronoun
べ,ベ,be,記号-一般,1,べ,"There is no direct translation for 'べ' into English, as it is a colloquial or dialectal particle in Japanese, often used for emphasis, to express intention, or to indicate a decision. In various dialects in Japan, especially in regions like Tohoku or Kansai, it can be used similarly to saying 'let's' or 'shall we.'",行くべ！ (Let's go!),symbol-general
べし,ベシ,beshi,助動詞,1,should,"Used to indicate obligation, advisability, naturally expected situation, or inference in classical Japanese. Similar to 'should,' 'must,' or 'ought to' in English.",彼はここに来るべし。,auxiliary verb
べん,ベン,ben,接尾辞-名詞的-助数詞,1,times,"The suffix 'べん' is used to count the frequency of occurrences or actions, often translated as 'times'. For example, it indicates the number of times an event has happened or an action has been performed.",私は今日三回べんきょうした。,noun suffix - counters
ほえ,ホエ,hoe,動詞-一般,1,bark,The verb 'ほえ' primarily means 'to bark' as in the sound a dog makes. It can also be used to describe any similar loud noise or shouting.,犬が夜にほえ始めた。,verb
ほか,ホカ,hoka,名詞-普通名詞-副詞可能,1,other,"The word 'ほか' means 'other' or 'another'. It can refer to something that is different or an alternative to something else, often implying the presence of more than one option or choice.",それ以外にほかの方法はありますか？,noun
じっと,ジット,jitto,副詞,1,steadily,This word translates to 'steadily' and can also mean 'fixedly' or 'intently'. It describes focusing on something with attention or being fixed in place quietly and motionlessly.,彼はじっと彼女を見つめた。,adverb
すべて,スベテ,subete,名詞-普通名詞-副詞可能,1,everything,"Everything, all, or the whole. It refers to the entirety of a particular set, group, or concept, and can also function as an adverb meaning 'all' or 'completely.'",この部屋のすべての本を読んだ。,noun
せきこみ,セキコミ,sekikomi,動詞-一般,1,cough,The verb 'せきこみ' means to cough or to experience a coughing fit. It can indicate a sudden or severe bout of coughing.,彼は風邪でせきこみが止まらない。,verb
せきばらい,セキバライ,sekibarai,名詞-普通名詞-サ変可能,1,coughing,"Coughing or a cough to clear one's throat, often used to draw attention or interrupt.",彼は話す前に少しせきばらいをした。,noun
そいつ,ソイツ,soitsu,代名詞,1,that person/thing,"A colloquial pronoun used to refer to a person or thing that is near the listener or already mentioned, often with a slightly negative or dismissive tone.",そいつが全部の仕事を終わらせた。,pronoun
そうそう,ソーソー,sousou,名詞-普通名詞-副詞可能,1,soon,"The word 'そうそう' can be translated to 'soon' in English. It can function as an adverb to express that something will happen in the near future, or it can express agreement as 'right, right' in a conversational context.",そうそう、新しいプロジェクトが始まる予定です。,noun
ケツ,ケツ,ketsu,名詞-普通名詞-一般,1,butt,"In informal language, 'ケツ' refers to the buttocks or rear end of a person. It's a casual term often used in colloquial conversation.",彼は滑って転んでケツを打った。,noun
動物,ドーブツ,doubutsu,名詞-普通名詞-一般,1,animal,"A living organism characterized by voluntary movement, sensory and nervous response, and the ability to consume organic matter. It typically refers to members of the kingdom Animalia.",動物は森の中で自由に動き回っています。,noun
勝手,カッテ,katte,名詞-普通名詞-形状詞可能,1,selfish,"The word '勝手' can mean 'selfish' or 'self-centered,' referring to someone acting according to their own convenience without considering others. It can also mean 'convenience' or 'way' as in how something is used or done.",彼の勝手な行動が問題になっている。,noun - common noun - can be adjective
匹,ヒキ,hiki,接尾辞-名詞的-助数詞,1,animal counter,Used as a counter for small animals such as cats and dogs. It quantifies the number of animals.,私は猫を二匹飼っています。,suffix-counter
受け,ウケ,uke,動詞-一般,1,receive,"to accept, take, or obtain something that is given or offered to you.",彼はプレゼントを受けた。,verb
印象,インショー,inshou,名詞-普通名詞-一般,1,impression,"An impression refers to the overall effect or feeling one perceives from someone or something, such as their visual presence or the emotion they evoke.",彼のスピーチは強い印象を残した。,noun
危ない,アブナイ,abunai,形容詞-一般,1,dangerous,Refers to something that poses a threat or may cause harm. It can also mean risky or perilous.,その崖はとても危ないので、近づかない方がいい。,adjective
反則,ハンソク,hansoku,名詞-普通名詞-サ変可能,1,foul,"Refers to a violation or infringement of rules or laws, commonly used in the context of sports to denote an illegal action or unfair play.",彼は試合中に反則をしたのでペナルティを受けた。,noun
動き,ウゴキ,ugoki,名詞-普通名詞-一般,1,movement,"Movement or motion, referring to the act or process of moving; a change in position or state.",彼の動きは速かった。,noun
剣,ケン,tsurugi,名詞-普通名詞-一般,1,sword,"A weapon with a long metal blade used for cutting or thrusting; can also refer to symbolic concepts related to defense, battle, or honor.",その騎士は鋭い剣を持っていた。,noun
判定,ハンテー,hantei,名詞-普通名詞-サ変可能,1,judgment,A process or result of making a decision or determination. It can refer to a verdict or conclusion reached after considering facts and evidence.,裁判官が事件の判定を下した。,noun
分間,フンカン,funkan,名詞-普通名詞-助数詞可能,1,minute,Used to indicate a period of time equivalent to one minute. It acts as a counter suffix for minutes in Japanese.,この会議は30分間続く予定です。,noun
分かる,ワカル,waka,動詞-一般,1,understand,The word '分かる' can be translated as 'to understand' or 'to comprehend'. It is often used to express the realization or perception of something.,この問題が分かりますか。,verb
分,ブン,fun,名詞-普通名詞-副詞可能,1,minute,"The word '分' can mean 'minute' as a unit of time, or 'portion'/'part' when discussing divisions or fractions in a broader sense.",彼は毎日30分走ります。,noun
分,フン,fun,名詞-普通名詞-助数詞可能,1,minute,"The word '分' refers to a unit of time equal to one-sixtieth of an hour, or 60 seconds. It is used as a counter for minutes and also for fractions of something, such as 'one part.'",授業は5分後に始まります。,noun - common noun - counter possible
出し,ダシ,dashi,動詞-非自立可能,1,take out,"The verb '出し' is a form of the verb '出す' which means 'to take out', 'to put out', or 'to produce'. This verb is often used in various compound verbs and expressions. As a non-independent verb, it is used to modify other verbs indicating actions such as beginning, putting forth, or removing something.",財布を出してください。,verb (auxiliary)
再び,フタタビ,futatabi,副詞,1,again,"The word '再び' is used to mean 'again', 'once more', or 'a second time'. It often implies the repetition of an action or event.",彼は再び試験に合格した。,adverb
取れ,トレ,tore,動詞-一般,1,take,"To take, capture, get or obtain something. It can also mean to attain or secure a position or condition.",賞を取れた。,verb
うひゃ,ウヒャ,uhya,感動詞-一般,1,Wow,"""うひゃ"" is an exclamation expressing surprise, excitement, or astonishment in Japanese. It conveys a sense of being overwhelmed or taken aback by something unexpected.",彼がそんなことをするなんて、うひゃ、信じられない。,Interjection
失敗っ,シクジッ,shippai,動詞-一般,1,fail,To be unsuccessful in achieving a desired result or reaching a goal; to make a mistake or error that leads to a negative outcome.,彼は試験で失敗した。,verb
外,ガイ,soto,接尾辞-名詞的-一般,1,outside,"As a suffix, '外' (gai) means 'outside' or 'external.' It is used to indicate something that is outside a given scope or area, often as an attributive adjective or to denote non-standard elements in various contexts.",芸術作品の外には、様々な美しさがある。,suffix-noun-general
大,オー,dai,接頭辞,1,big,"As a prefix, '大' means 'big' or 'large' indicating size, importance, or intensity. It is often used to describe something significant or major.",大成功を収める。,prefix
大敵,タイテキ,taiteki,名詞-普通名詞-一般,1,major enemy,"A formidable or significant enemy, representing a large or serious threat or obstacle.",油断は大敵です。,noun - common noun - general
合否,ゴーヒ,gouhi,名詞-普通名詞-一般,1,pass/fail,Refers to the result of an examination or test indicating whether someone has passed or failed.,試験の合否は来週発表されます。,noun
奥義,オーギ,ougi,名詞-普通名詞-一般,1,secret technique,"A secret or esoteric technique, usually related to skills or knowledge that are mastered by experts, often requiring deep understanding or long practice.",彼は剣術の奥義を極めた。,noun
奪い取る,ウバイトル,ubai,動詞-一般,1,seize,To take something by force or to capture. It implies a taking away or snatching often without the owner's consent.,泥棒は彼女のバッグを奪い取った。,verb
奪え,ウバエ,ubae,動詞-一般,1,take,"to take by force, to snatch or seize something away from someone else.",彼は敵から武器を奪えと言われた。,verb
女の子,オンナノコ,onnanoko,名詞-普通名詞-一般,1,girl,"A child or young female person, often used to refer to a female who is not yet an adult.",公園で遊んでいる女の子が楽しそうでした。,noun
好き嫌い,スキキライ,suki,名詞-普通名詞-一般,1,likes and dislikes,"Refers to personal preferences, indicating things that someone either likes or dislikes.",彼は食べ物の好き嫌いが多い。,noun
変わり身,カワリミ,kawari,名詞-普通名詞-一般,1,substitute,"The term '変わり身' refers to a change or transformation, often used in the context of a substitute, replacement or disguise, such as a stand-in for something else.",彼の驚くべき変わり身に誰もが感心した。,noun
場,ジョー,ba,接尾辞-名詞的-一般,1,place,"Used as a suffix in Japanese to indicate a location or venue. It can refer to a physical place or a setting for activities or events, such as a workplace or a gathering area.",あの会場でコンサートがあります。,noun suffix
回り込ん,マワリコン,mawarikon,動詞-一般,1,maneuver,"To move or position oneself or something around or into a space or direction, especially by going around an obstacle.",彼は敵を回り込んで攻撃した。,verb
回し蹴り,マワシゲリ,mawashi,名詞-普通名詞-一般,1,roundhouse kick,A technique commonly used in martial arts where a kick is executed by swinging the leg in a circular motion towards the target.,彼は試合で見事な回し蹴りを決めた。,noun
吐く,ハク,haku,動詞-一般,1,vomit,"The word '吐く' generally means 'to vomit' or 'to throw up'. It can also be used in a broader sense to mean 'to spit', such as spitting out words or secrets, or more literally 'to exhale'.",彼は緊張で吐きそうだった。,verb
合図,アイズ,aizu,名詞-普通名詞-サ変可能,1,signal,"A sign, gesture, or indication that conveys a message or a particular meaning. It can be used in various contexts such as a traffic signal, a hand signal, or any kind of cue that instructs or informs.",彼は合図を待っていた。,noun
全滅,ゼンメツ,zenmetsu,名詞-普通名詞-サ変可能,1,annihilation,"Complete destruction or obliteration of something; can refer to groups, teams, or any entity being wiped out completely.",敵軍は全滅した。,noun
ボッコボコ,ボッコボコ,bokkoboko,形状詞-一般,1,Dented,"A word often used to describe something that is filled with dents or is thoroughly beaten up. It conveys a sense of being battered or having numerous indents, often used metaphorically.",車がボッコボコにされてしまった。,Adjective
いろいろ,イロイロ,iroiro,形状詞-一般,1,various,"The word 'いろいろ' can mean various, many different kinds, or diverse in English. It is used to describe a variety of things, situations, or types.",彼は仕事でいろいろな経験を積んだ。,adjective
ブービー,ブービー,buubii,名詞-普通名詞-一般,1,second-to-last,'ブービー' refers to the position of being second-to-last in a ranking or competition. It is often used in a lighthearted context to indicate the position just above last place.,レースで彼はブービーになった。,noun - common noun - general
ベタ,ベタ,beta,名詞-普通名詞-形状詞可能,1,cliché,"In English, 'ベタ' (beta) refers to something that is conventional or cliché, often implying a lack of originality. It can also describe something that is cheesy or overly sentimental.",彼の映画はベタな展開が多い。,noun-common noun
ムッキ,ムッキ,mukki,名詞-普通名詞-一般,1,Muscleman,"A colloquial term referring to a person with prominent and well-defined muscles, often used informally to describe someone who appears very strong or muscular.",彼はジムで毎日トレーニングしているので、最近ムッキになった。,noun
いざ,イザ,iza,感動詞-一般,1,Now,"Used as an interjection to indicate a sudden or urgent action, often translating to 'now', 'come on', or 'let's go' in English. It can also express a slight feeling of hesitation or nervous readiness before taking action.",いざ、出発しよう！,Interjection
リスト,リスト,risuto,名詞-普通名詞-サ変可能,1,list,"A series or sequence of items or names where items are mentioned in order, often used to organize or enumerate.",買い物のリストを作成しました。,noun
ハハハハ,ハハハハ,hahahaha,感動詞-一般,1,laughter,"An expression of laughter, similar to a chuckle or laughter sound in English, often used to indicate amusement or joy.",彼の冗談を聞いて、みんながハハハハと笑った。,interjection
ド,ド,do,記号-一般,1,note,"Refers to one of the seven notes in music, specifically the pitch 'do' in solfège.",彼はドの音を弾いた。,noun
うずまき,ウズマキ,uzumaki,動詞-一般,1,whirl,"To spiral or form into a whirl or vortex shape. Often used to describe the motion or pattern of water, air, or visual elements forming circular or spiral shapes.",茶わんに水を入れ、指でうずまきを作る。,verb
ダイエット,ダイエット,daietto,名詞-普通名詞-サ変可能,1,diet,"The word refers to the act of regulating food intake, usually to improve health or manage body weight. It can also refer to a prescribed set of restrictions on eating habits for health or other reasons.",最近、健康のためにダイエットを始めました。,noun
ゼロ,ゼロ,zero,名詞-数詞,1,zero,"Zero refers to the number 0 or a quantity of null; it represents nothing of value in mathematics, a starting point, or a point on a scale of measurement. It is also used in contexts where absence or non-existence of something is meant.",試合のスコアはまだゼロのままです。,noun - numeral
センス,センス,sensu,名詞-普通名詞-一般,1,sense,"Sense can refer to one's perception, ability to understand or appreciate something, such as 'fashion sense' or 'sense of humor.'",彼はファッションのセンスが良い。,noun
セット,セット,setto,名詞-普通名詞-サ変可能,1,set,"The word refers to a 'set,' which can mean a group of items that belong together or are used together, such as a set of tools, a TV set, or a film set.",映画のセットが組まれている。,noun
一式,イッシキ,isshiki,名詞-普通名詞-一般,1,set,A complete set or collection of items that are usually intended to be used together.,この書類一式を明日までに提出してください。,noun
元気,ゲンキ,genki,名詞-普通名詞-形状詞可能,1,health,"This word refers to one's health or vitality, and can also mean being lively, energetic, or in good spirits.",彼はいつも元気だ。,noun
倒す,タオス,taosu,動詞-一般,1,knock down,To knock down or topple something or someone. It can also mean to defeat or bring down an opponent or enemy.,彼は敵を一撃で倒した。,verb
個性,コセー,kosei,名詞-普通名詞-一般,1,individuality,"Individuality refers to the characteristic qualities or attributes that distinguish a person from others, highlighting unique qualities or traits.",彼女はそのドレスで個性を表現しました。,noun
使っ,ツカッ,tsukatsu,動詞-一般,1,use,To employ something for a particular purpose or to utilize a tool or resource. It can also imply the action of making use of something in a practical or beneficial way.,彼は新しい携帯電話を使っている。,verb
作戦,サクセン,sakusen,名詞-普通名詞-一般,1,strategy,"A plan or method designed for achieving a particular goal or complete a task, often used in military or tactical contexts but can apply to various fields.",彼は新しい作戦を考え出した。,noun
体,カラダ,karada,名詞-普通名詞-一般,1,body,"The term '体' in Japanese primarily refers to the 'body' of a living being, such as a human or animal. It encompasses the physical structure and form of the creature. The word can also be used to describe the entirety of something non-living, like the body of an organization or a piece of machinery.",彼は体が丈夫です。,noun
あさ,アサ,asa,名詞-普通名詞-副詞可能,1,Morning,"Refers to the period of time from the dawn until noon, typically used to denote the time after waking up and before engaging in the main activities of the day. Can also be used in an adverbial form to describe actions happening in the morning.",朝はとても静かですね。,Noun - Common Noun - Adverb Possible
丸太,マルタ,maruta,名詞-普通名詞-一般,1,log,"A '丸太' (maruta) refers to a log or a trunk of a tree, typically used in construction or for making furniture. It signifies a large, cylindrical piece of wood.",その家は丸太でできています。,noun
中,チュー,naka,接頭辞,1,middle,"The word '中' can mean 'middle' or 'inside' and is often used as a prefix to indicate something that is central, within, or during something. It suggests being part of or occupied with something.",彼女は会議中です。,prefix
世間,セケン,seken,名詞-普通名詞-一般,1,world,"The term '世間' refers to the world or society at large, encompassing the general public or common society. It can imply the social environment or the people around one.",彼は世間の評価を気にしすぎる。,noun
上がっ,アガッ,aga,動詞-一般,1,rise,"The verb '上がっ' is a conjugated form of '上がる', which can mean to rise, to go up, or to ascend. It can also imply an increase, such as in temperature or prices.",階段を上がっだ。,verb
