surface,reading,romaji,pos,frequency,short_translation,detailed_translation,used_in_sentence,english_pos
誇る,ホコル,hokoru,動詞-一般,1,boast,"""Hokoru"" means to boast or take pride in something, indicating a sense of accomplishment or satisfaction in what one has or achieved.",彼は自分のチームの成功を誇っている。,verb
眼中,ガンチュー,ganchuu,名詞-普通名詞-一般,1,notice,The state of being noticed or considered; often used in phrases like 'in one's eyes' or 'of concern'. It suggests someone or something is within one's range of awareness or interest.,彼は彼女のことを眼中に入れてない。,noun
説明,セツメー,setsumei,名詞-普通名詞-サ変可能,1,explanation,An act of making something clear or understandable by describing or giving information about it.,次の説明をよく読んでください。,noun
読む,ヨム,yomu,動詞-一般,1,read,"To interpret or comprehend written or printed matter, to look at and understand the meaning of letters, words, symbols, etc.",彼は毎日新聞を読む。,verb
精神,セーシン,seishin,名詞-普通名詞-一般,1,mind,"The term refers to the mental or spiritual aspect of a person, including their thoughts, emotions, and consciousness. It can also mean spirit or psyche.",彼の精神はとても強いです。,noun
最高,サイコー,saikou,名詞-普通名詞-形状詞可能,1,best,"The word ""最高"" can mean the highest point or ranking, often used to describe something as the best, most excellent, or most wonderful. It can indicate a superlative state or condition.",この映画は最高だった。,noun - common noun - adjective formative
裂い,サイ,sai,動詞-一般,1,tear,"To tear something apart or into pieces, often forcibly or with force. It refers to splitting or dividing something by force or violence.",彼は紙を裂いた。,verb
虫,ムシ,mushi,名詞-普通名詞-一般,1,insect,"An insect, which is a small arthropod animal that has six legs and generally one or two pairs of wings, a member of a large group of animals that includes flies, bees, butterflies, and ants.",庭で虫を見つけた。,noun
落ちこぼれ,オチコボレ,ochikobore,名詞-普通名詞-一般,1,dropout,"Refers to a person who leaves school or a course before completing it, or someone who does not meet the expected standards.",彼は高校の落ちこぼれだった。,noun
自身,ジシン,jishin,名詞-普通名詞-副詞可能,1,self,The word '自身' refers to oneself or one's own self. It is used to talk about something related to the person themselves or their personal actions and attributes. It can also imply reflection on one's own abilities and characteristics.,彼女は自身の能力を信じています。,noun
見え,ミエ,mie,動詞-一般,1,see,The verb '見え' in Japanese means 'to see' or 'to be visible.' It is often used to describe when something can be seen or becomes visible to the eye.,彼は遠くの山が見えます。,verb
育て,ソダテ,sodate,動詞-一般,1,raise,"To nurture or rear someone or something, often referring to children, plants, or animals.",彼女は子供たちを育てています。,verb
聞き,キキ,kiki,動詞-一般,1,hear,"To hear or listen, referring to the act of perceiving sound with the ear. It can also imply asking or inquiring about something, depending on context.",彼の話を聞きました。,verb
細胞,サイボー,saibou,名詞-普通名詞-一般,1,cell,"The term '細胞' refers to a 'cell,' the basic structural, functional, and biological unit of all living organisms. Cells hold the genetic material and are responsible for various processes that sustain life.",人間の体は数十兆個の細胞で構成されています。,noun-common noun-general
考,コー,kou,接尾辞-名詞的-一般,1,consideration,"The suffix '考' is used as a noun to imply the act of considering, thinking, or planning. Often found in words related to evaluation or reflection.",彼は新しい計画を考案中だ。,suffix-noun
義,ギ,gi,接頭辞,1,righteousness,"The word ""義"" translates to 'righteousness', 'justice', 'morality', or 'honor'. As a prefix, it is often used to denote something related to these themes, suggesting an emphasis on ethical, just, or righteous qualities.",彼は義務を果たすことが大切だと考えています。,prefix
罰,バツ,batsu,名詞-普通名詞-一般,1,punishment,"Punishment; a penalty imposed for wrongdoing or violation of rules, laws, or norms.",彼は法律を破ったので罰を受けました。,noun
見破っ,ミヤブッ,ken,動詞-一般,1,see through,"To see through something or someone; to discern the truth, often implying uncovering deception or understanding the true nature of something.",彼は彼女の嘘を見破った。,verb
結ん,ムスン,musun,動詞-一般,1,tie,"To bind, connect, or fasten things together, commonly used for tying knots or making connections.",彼は靴紐を結んだ。,verb
経験,ケーケン,keiken,名詞-普通名詞-サ変可能,1,experience,Experience refers to the knowledge or skill acquired over time through involvement in or exposure to an event or activity. It can also mean the practical contact with and observation of facts or events.,私は旅行を通して多くの経験を積みました。,noun
終わり,オワリ,owari,名詞-普通名詞-一般,1,end,"The term '終わり' refers to the end or conclusion of something, such as the finish of an event, process, or period of time. It can also mean the termination or closure of a narrative or task.",映画の終わりが感動的だった。,noun
紳士,シンシ,shinshi,名詞-普通名詞-一般,1,gentleman,"A gentleman refers to a man of good manners, integrity, and courteous behavior. Often associated with chivalry and high social status.",彼は紳士らしく振る舞います。,noun - common noun - general
請う,コウ,kou,動詞-一般,1,ask,"To request or ask for something earnestly or pleadingly, often used in formal or humble contexts.",彼は助けを請うた。,verb
貴様,キサマ,kisama,代名詞,1,you,"In modern Japanese, 貴様 (kisama) is often used to address someone with disdain or insult, equivalent to 'you' with a rude connotation. Historically, it was more polite, similar to 'dear sir/madam.'",貴様は何をやっているんだ！,pronoun
発動,ハツドー,hatsudou,名詞-普通名詞-サ変可能,1,initiation,"The act of setting something in motion or starting something, such as a process or mechanism.",計画が遂に発動された。,noun
邪魔,ジャマ,jama,名詞-普通名詞-サ変形状詞可能,1,obstacle,An object or hindrance that obstructs progress or gets in the way. It can also refer to a nuisance or inconvenience in a situation.,彼は勉強の邪魔をしないように静かにしている。,noun
気合い,キアイ,kiai,名詞-普通名詞-一般,1,spirit,"A mental state of determination or motivation, often used to describe a person's effort or fighting spirit in overcoming challenges.",試合前に彼は気合いを入れた。,noun
殴れる,ナグレル,nagure,動詞-一般,1,hit,"'殴れる' means to be able to hit or strike. It is the potential form of the verb '殴る' (nagu-ru), which means to hit, punch, or strike with a closed fist or similar action. In the potential form, it implies having the ability or possibility to perform the action of hitting.",彼は怒っているが、殴れるとは限らない。,verb
殴っ,ナグッ,nagutsu,動詞-一般,1,hit,"The verb '殴っ' comes from '殴る' in its -te form, meaning to hit or strike, typically referring to hitting with a fist or hand. It can imply physical violence or assault.",彼は友達に殴った。,verb
歴史,レキシ,rekishi,名詞-普通名詞-一般,1,history,"Refers to the study or record of past events, particularly in human affairs. It can also encompass narratives or stories from earlier times.",彼は歴史を勉強しています。,noun
鍛え,キタエ,kitae,動詞-一般,1,forge,"To forge, temper or train something in order to strengthen or harden it, often used in the context of mental or physical conditioning.",彼は毎日ジムで体を鍛えている。,verb
闇,ヤミ,yami,名詞-普通名詞-一般,1,darkness,"A noun referring to a state of complete or partial absence of light; it can also imply obscurity or the lack of clarity, often associated with danger or evil.",彼は闇に消えた。,noun
楽しみ,タノシミ,tanoshimi,名詞-普通名詞-一般,1,pleasure,Enjoyment or anticipation of something pleasant; excitement or joy about a forthcoming event.,その旅行は今年の楽しみの一つです。,noun
闘う,タタカウ,tatakau,動詞-一般,1,fight,"To engage in a struggle, conflict, or combat; can also mean to strive or make an effort against something or someone.",彼は困難に闘うことを決意した。,verb
隠密,オンミツ,onmitsu,形状詞-一般,1,stealthy,"Referring to something or someone that is secretive or clandestine, often implying stealth or secrecy in actions or appearance.",彼は隠密に行動した。,adjective
校,コー,kou,接尾辞-名詞的-一般,1,school,"A noun suffix used to denote a school or an educational institution. It can be used to form compound nouns that imply the type of school, such as middle school (中学校) or high school (高校).",彼は高校に通っています。,suffix
本日,ホンジツ,honjitsu,名詞-普通名詞-副詞可能,1,today,"The current day or date, often used to refer to the specific day something is taking place or discussed on.",本日は晴天でした。,noun
集める,アツメル,atsume,動詞-一般,1,collect,"To gather or bring together multiple items, people, or elements into a group or collection. It can refer to collecting things like stamps, data, samples, or information.",彼は切手を集めるのが趣味です。,verb
本屋,ホンヤ,honya,名詞-普通名詞-一般,1,bookstore,A store where books are sold. It can refer to both small independent shops and large commercial book retailers.,友達と本屋で待ち合わせた。,noun
未来,ミライ,mirai,名詞-普通名詞-一般,1,future,"The period of time following the present, especially that which is yet to come; the time yet to be or events that will happen.",彼女は未来について考えている。,noun
服,フク,fuku,名詞-普通名詞-一般,1,clothes,"Items or garments worn on the body, typically made from various fabrics or materials.",彼は新しい服を買いました。,noun
道,ミチ,michi,名詞-普通名詞-一般,1,road,"A physical path or way allowing travel by vehicle, foot, or other means. It can also mean direction, method, or means in certain contexts.",この道をまっすぐ行ってください。,noun
連覇,レンパ,renpa,名詞-普通名詞-サ変可能,1,consecutive victory,An occurrence of winning a championship or competition multiple times in a row. This term is often used in the context of sports or contests where a participant or team achieves a series of consecutive wins.,彼のチームは三連覇を達成した。,noun
赤子,アカゴ,akago,名詞-普通名詞-一般,1,baby,"Refers to an infant or a very young child, typically one who is newly born or not yet able to walk.",彼女は赤子をあやしている。,noun
走りぬけろ,ハシリヌケロ,hashiri,動詞-一般,1,run through,"'走りぬけろ' is the imperative form of the verb '走りぬける', which means 'to run through' or 'pass quickly through' a place or situation, emphasizing speed or the action of traversing an area without stopping.",彼は夜の街を走りぬけろと指示された。,verb
男,オトコ,otoko,名詞-普通名詞-一般,1,man,"The word '男' translates to 'man' in English and refers to an adult male human. It can also be used to describe a male person in general terms, regardless of age.",彼は強い男です。,noun
用,ヨー,you,名詞-普通名詞-一般,1,use,Use or purpose; can refer to the act of using something or how something is used.,この道具の用を考えてみましょう。,noun
現れ,アラワレ,araware,動詞-一般,1,appear,"The act of becoming visible or coming into sight, often used in the context of someone or something showing up.",彼は突然現れた。,verb
班,ハン,han,名詞-普通名詞-一般,1,group,"A班 is a term used to describe a group or a team, often in a work or school setting. It implies a collection of people assigned a specific duty or working towards a common goal.",彼は科学班のリーダーです。,noun
無用,ムヨー,muyou,名詞-普通名詞-形状詞可能,1,useless,"'無用' primarily means 'useless' or 'no use'. As a noun, it refers to things that are unnecessary or not needed. When used adjectivally, it describes something that doesn't serve a purpose or is not useful.",この本は今の私には無用だ。,noun or adjective
身体,シンタイ,shintai,名詞-普通名詞-一般,1,body,"The term '身体' refers to the physical body of a person. It includes the tangible, biological aspects and functions of a living being.",彼は身体を鍛えるためにジムに通っています。,noun
無敗,ムハイ,muhai,名詞-普通名詞-一般,1,undefeated,"This term denotes a status in which a person or team has not lost any matches, games, or contests. It suggests an unbeaten or invincible record.",彼のチームは今シーズン無敗です。,noun
輝かしい,カガヤカシー,kagayakashii,形容詞-一般,1,brilliant,"The word 輝かしい translates to 'brilliant' in English, used to describe something that is radiant, shining, or splendid. It can also describe something outstanding or glorious, often used to highlight achievements or moments.",彼の輝かしい成功は、多くの人々に感銘を与えた。,adjective
渇い,カワイ,katsu,動詞-一般,1,thirsty,"The word '渇い' means to feel thirst, a need to drink water. It can also imply a longing or desire for something.",彼は暑い日差しの下で渇いている。,verb
浮かれ,ウカレ,uka,動詞-一般,1,be elated,"The term '浮かれ' means to be in high spirits, to be elated or excited, often due to some pleasant event or anticipation. It conveys a sense of being in a celebratory or joyful mood.",彼は良い知らせを聞いて浮かれている。,verb
決まん,キマン,kima,動詞-一般,1,decide,This verb translates to 'decide' or 'be decided' in English. It can refer to the act of making a decision or reaching a conclusion.,何をするかはまだ決まん。,verb
迷う,マヨウ,mayou,動詞-一般,1,to be lost,To experience uncertainty or hesitation in making a decision; can also mean to lose one's way physically or metaphorically.,駅からホテルまで歩いて迷いました。,verb
追わ,オワ,owa,動詞-一般,1,chase,To pursue or follow someone or something with the intention of catching or reaching it.,彼は毎日夢を追わないと決めた。,verb
痛み,イタミ,itami,名詞-普通名詞-一般,1,pain,A physical or emotional discomfort or suffering; it refers to sensations ranging from mild discomfort to severe agony.,頭に激しい痛みを感じる。,noun
体,タイ,karada,名詞-普通名詞-助数詞可能,1,body,"""体"" (karada) is used to refer to the human or animal body. It can also be used in a broader sense to mean 'form' or 'substance,' or occasionally as a counter for things like statues and dolls.",彼は健康のために毎日体を鍛えている。 (He trains his body every day for his health.),noun - common noun - counter possible
吹き込ま,フキコマ,fuki,動詞-一般,1,blow into,"To blow into or breathe into something, such as air or ideas, often in context of filling or inspiring.",彼は新しいアイデアをプロジェクトに吹き込んだ。,verb
あなた,アナタ,anata,代名詞,1,you,A pronoun used to address or refer to the person one is speaking to. It is often used in a polite context.,あなたはどこに行きますか？,pronoun
なぜ,ナゼ,naze,副詞,1,why,Used to ask for a reason or explanation for something; expressing curiosity or inquiry.,彼はなぜそこに行ったのか？,adverb
なけれ,ナケレ,nakere,助動詞,1,if not,"The auxiliary verb 'なけれ' is a form used to express a conditional negation, translating to 'if not' or 'unless'. It is typically part of the negative conditional conjugation of adjectives and verbs in Japanese.",雨が降らなければ、ピクニックに行きます。,auxiliary verb
なくっ,ナクッ,nakutsu,助動詞,1,not,"The word 'なくっ' is a colloquial abbreviated form of 'なくて', which is a negative form, often used as an auxiliary verb in Japanese to express negation or the absence of something happening.",今日は時間がなくって、映画を見に行けませんでした。,auxiliary verb
なかなか,ナカナカ,nakanaka,副詞,1,quite,"""Nakanaka"" is an adverb in Japanese that means ""quite,"" ""considerably,"" or ""fairly."" It is used to describe something that exceeds expectations or possesses a certain degree or intensity.",なかなか面白い映画でした。,adverb
う,ウ,u,感動詞-フィラー,1,uh,A filler word used in speech to indicate hesitation or to pause the conversation. Similar to 'um' or 'uh' in English.,あのう、ちょっとお聞きしたいことがあるのですが。,interjection-filler
どれ,ドレ,dore,代名詞,1,which,Used to refer to one or more items from a group of options.,どれが好きですか？,pronoun
うるさい,ウルサイ,urusai,形容詞-一般,1,noisy,"The word ""うるさい"" describes something that is noisy, loud, or irritating. It can also imply someone who is being picky or annoying.",彼の音楽がうるさくて、集中できません。,adjective
どおり,ドーリ,doori,名詞-普通名詞-助数詞可能,1,street,"The word 'どおり' typically refers to a street or avenue. It can also mean 'in accordance with' or 'exactly as' depending on the context it's used in. As a noun, it pertains to a specific street or road, or metaphorically to a path or way of doing something.",私はこのどおりに住んでいます。,noun (common) - counter possible
どうせ,ドーセ,douse,副詞,1,anyway,"In a more detailed sense, 'どうせ' is used to express a feeling of resignation or indifference, suggesting something is inevitable or doesn't matter. It can mean 'in any case', 'after all', or 'at any rate'. It is often used in a context where the speaker is acknowledging a situation they believe will not change, or where they feel helpless or dismissive.",どうせダメだと分かっていたけど、挑戦してみた。,adverb
どいつ,ドイツ,doitsu,代名詞,1,who,"A casual or colloquial form of 'who' used in informal conversations, often implying slight disdain or anger.",どいつがやったんだ？,pronoun
とんでも,トンデモ,tondemo,副詞,1,unthinkable,"The word 'とんでも' is used as an adverb to express something that is unthinkable, outrageous, or impossible. It conveys a sense of disbelief or astonishment regarding something that defies expectations or norms.",そんなことをするなんて、とんでもない。,adverb
ともかく,トモカク,tomokaku,副詞,1,anyway,"""Tomokaku"" is an adverb used to indicate that something is of least importance or should be set aside. It can be translated as 'anyway', 'in any case', or 'setting that aside'.",試合の結果はともかく、皆が楽しんでくれたことが一番大事です。,adverb
とたん,トタン,totan,名詞-普通名詞-副詞可能,1,moment,The word 'とたん' means the exact moment something happens or at the instant of an event occurring.,彼が部屋に入ったとたん、静かになった。,noun
とけよ,トケヨ,tokeyo,助動詞,1,should,"'とけよ' can be used as a form of strong suggestion or imperative, implying the need or obligation to do something. It often implies 'should' or 'ought to' do something in English.",宿題を早くやっとけよ。,auxiliary verb
うわさ,ウワサ,uwasa,名詞-普通名詞-サ変可能,1,rumor,"'Uwasā' refers to a piece of unverified information, often circulated informally among people. It implies something spoken about that may or may not be true.",彼の結婚の噂が広まった。,noun
とか,トカ,toka,助動詞,1,or,"Used to indicate an example, list, or alternative with meanings like 'or', 'such as', or 'and such'. Often used to give examples of similar things or to say something of the sort.",学校では数学とか英語とかが重要です。,auxiliary verb
うん,ウン,un,感動詞-一般,1,yes,"An informal and casual way to say 'yes' or 'yeah' in Japanese, often used among friends or in informal situations.",彼に聞いたら「うん」と答えた。,interjection
でしょう,デショー,deshou,助動詞,1,probably,"It is used to express probability or conjecture, often translating to 'probably', 'I suppose', or 'I guess' in English.",明日は雨が降るでしょう。,auxiliary verb
え,エ,e,感動詞-フィラー,1,oh,"An expression of surprise or mild fascination, often used to fill pauses in conversation. It conveys a range of emotions from surprise to confusion.",え、それ本当？,interjection
おいろ,オイロ,oiro,動詞-一般,1,color,"The word ""おいろ"" is associated with the verb form in Japanese, traditionally referring to a nuanced expression of changing or enhancing colors, although it is not commonly used as a standalone verb in modern Japanese.",秋になると、木々がおいろを変え始めます。,verb
なり,ナリ,nari,動詞-非自立可能,1,become,"An auxiliary verb used to indicate a change in state or condition, implying 'to become' or 'to turn into'. It is often used in combination with other verbs or adjectives.",彼は医者になりたい。,verb (auxiliary)
いびき,イビキ,ibiki,名詞-普通名詞-一般,1,snore,"a noise made during sleep caused by obstructions in the breathing passages, often resulting in a loud or harsh breathing sound.",寝ているときにいびきがうるさいです。,noun
なれ,ナレ,nare,動詞-非自立可能,1,become,"The word 'なれ' is a form of the verb 'なる', meaning 'to become', often used as a helper verb with non-independent usage.",彼が先生になれ。,verb (non-independent)
ふざけ,フザケ,fuzake,動詞-一般,1,joke,"The verb 'ふざけ' means to joke or fool around. It implies not taking something seriously, acting in a playful or teasing manner. It can also mean to mess around or act mischievously.",彼はいつもふざけている。,verb
まだまだ,マダマダ,madamada,副詞,1,still,"The term 'まだまだ' is an adverb used to emphasize that a situation or action is not complete or sufficient yet, meaning there is still a lot left to do or improve.",彼の日本語はまだまだ上手になれる。,adverb
あやかっ,アヤカッ,ayakatsu,動詞-一般,1,to imitate,To benefit from someone's fortune or good luck by mimicking or following their actions or patterns. It implies trying to achieve similar success or fortune by copying someone else's influence.,彼女の成功にあやかって、私も頑張りたい。,verb
あやつ,アヤツ,ayatsu,代名詞,1,he/she/it,"""あやつ"" is an archaic pronoun typically used to refer to someone in a third person context, similar to the modern pronouns ""he,"" ""she,"" or ""it"" in English. It is often found in historical or literary texts.",あやつはなかなか勇敢な戦士だった。,pronoun
まず,マズ,mazu,副詞,1,first,"Primarily, initially, before anything else. It is used to indicate the first action in a series or the primary importance of something.",まず、手を洗ってください。,adverb
あれ,アレ,are,感動詞-一般,1,Oh,"An exclamation used to express surprise, confusion, or realization. It is often used when noticing something unexpected or recalling something.",あれ、忘れ物をしたかもしれない。,interjection
へその緒,ヘソノオ,hesono,名詞-普通名詞-一般,1,umbilical cord,"The umbilical cord is a flexible cord-like structure containing blood vessels and attaching a human or other mammalian fetus to the placenta during gestation. It is essential for transferring nutrients, oxygen, and waste products between the mother and developing baby.",赤ちゃんが生まれたとき、へその緒が切られます。,noun
へそ,ヘソ,heso,名詞-普通名詞-一般,1,navel,"The word 'へそ' refers to the navel or belly button, which is the central point on the abdomen of most mammals where the umbilical cord was attached when they were in the womb. It can also metaphorically mean the center or focal point of something.",赤ちゃんのへそはまだ乾いていない。,noun
ぶり,ブリ,buri,接尾辞-名詞的-一般,1,style,"A suffix often used to indicate manner, style, or the way in which something is done. It may imply a sense of returning to a previous state or period.",彼の話しぶりには説得力がある。,suffix-noun-like-general
ふう,フー,fuu,名詞-普通名詞-形状詞可能,1,style,"Refers to a style, manner, method, or mode of doing something. It can imply both a physical appearance or an approach in behavior or action.",彼の話し方は独特なふうだ。,noun
ば,バ,ba,記号-一般,1,ba (particle),"""ば"" is a conditional particle in Japanese used to express 'if' or 'when'. It is used to form conditional sentences. It can also indicate a provision or condition that needs to be fulfilled.",もし行けば、彼に会えるでしょう。,symbol - general
いき,イキ,iki,動詞-非自立可能,1,go,"The word 'いき' (iki) is often used as a verbal noun meaning the act of going, coming, or living. It can denote movement or direction towards a destination as well as the act of existing or living.",彼は学校にいきます。,verbal noun
いくら,イクラ,ikura,名詞-普通名詞-副詞可能,1,how much,This word is used to inquire about the quantity or price of something. It is often used in contexts such as asking for the cost of an item or amount of something desired.,いくらですか？,noun
いっぱし,イッパシ,ippashi,副詞,1,average,"Refers to behaving like or having the appearance of a person who is on the same level or of equal skill, often used to describe someone confidently posing as competent.",彼はまだ新人だけど、いっぱしの営業マンのように振る舞っている。,adverb
じゃっ,ジャッ,jatsu,助動詞,1,isn't it?,"This word is an informal contraction of 'ではないのですか' (de wa nai desu ka), often used in casual speech to confirm or seek agreement, similar to adding 'isn't it?' or 'right?' at the end of a sentence in English.",今日は雨じゃっ。,auxiliary verb
しょせん,ショセン,shosen,副詞,1,after all,"Ultimately; in the end; at the end of the day, it reflects the idea that something is inevitable or unavoidable despite the circumstances.",しょせん、人間は完璧ではない。,adverb
しもう,シモー,shimou,動詞-非自立可能,1,do completereely,"The auxiliary verb 'しもう' is used to express the completion of an action or something done unintendedly or regretfully in Japanese, often akin to ‘end up doing’ or 'finish doing' something in English.",宿題を忘れてしまった。,verb-non-independent
しまっ,シマッ,shimatsu,動詞-非自立可能,1,put away,"In Japanese, 'しまっ' is a form of the verb 'しまう', which can mean 'to put away' or 'to finish doing something' as an auxiliary. It indicates completion or finality of an action.",本を棚にしまった。,verb (auxiliary)
しかたねえ,シカタネー,shikatanee,形容詞-一般,1,inevitable,"It is a colloquial form of '仕方ない' (shikatanai), meaning 'unavoidable' or 'cannot be helped'. It expresses a sense of resignation or acceptance that something cannot be changed.",どうしようもなくて、しかたねえと思う。,adjective
しかし,シカシ,shikashi,接続詞,1,however,serves to introduce a sentence or clause that contrasts or contradicts the previous statement,昨日は雨だった。しかし、今日は晴れている。,conjunction
さん,サン,san,接尾辞-名詞的-一般,1,Mr./Ms.,"Used as an honorific title of respect after a person's surname or first name, similar to Mr., Ms., or Mrs. in English. It is a polite and neutral way to address someone in Japanese.",田中さんは先生です。,Suffix - Noun-like - General
くっ,クッ,kutsu,感動詞-一般,1,grr,"An interjection expressing frustration, anger, or annoyance, similar to 'grr' or 'darn' in English.",くっ、もう少しでうまくいったのに！,interjection
ささ,ササ,sasa,感動詞-一般,1,well,"This interjection is often used to prompt someone to start or to gain their attention, expressing readiness or commencement of something.",さあ、準備はできたか？,interjection
こ,コ,ko,記号-一般,1,This,"In Japanese, 'こ' is a prefix used in demonstrative pronouns, adjectives, and adverbs, similar to 'this' or 'here' in English. It indicates something that is close to the speaker.",ここは美しいです。,Pronoun
ござい,ゴザイ,gozai,動詞-非自立可能,1,exist,"The word 'ござい' is a formal or polite auxiliary verb used in the Japanese language. It is often part of expressions like 'ございます' which means 'there is/are' or 'to be', indicating existence or presence in a respectful manner.",この部屋に椅子がございません。,verb - auxiliary
こけ,コケ,koke,動詞-一般,1,slip,"The verb 'こけ' refers to the act of slipping or falling down, typically as a result of losing balance.",彼は階段でこけてしまいました。,verb
こら,コラ,kora,代名詞,1,this,"An informal pronoun typically used to refer to something close to the speaker, similar to 'this' or 'these' in English. It's often used to call someone or get their attention in a casual or slightly commanding manner.",こら、何をしているの？,pronoun
ことわり,コトワリ,kotowari,名詞-普通名詞-一般,1,reason,A reason or rationale; an explanation or justification for something.,その申し出を断ることには、正当なことわりがあります。,noun
すん,スン,sun,動詞-非自立可能,1,do,"The verb 'すん' is an informal or colloquial contraction of the verb 'する', which means 'to do'. It often appears in casual speech in various dialects of Japanese as an alternative to the more standard 'する'. While 'する' can stand alone as a verb, 'すん' typically relies on context or additional words for meaning.",もう宿題、すんの？,verb - unable to stand alone
せめて,セメテ,semete,副詞,1,at least,"Used to express a minimum amount or the least desired condition in contrast with a less satisfactory situation. It implies that while the ideal or preferred condition is not achieved, a minimum acceptable state is reached.",せめて一言言ってくれればよかったのに。,adverb
つめ,ツメ,tsume,動詞-一般,1,pack,"The verb 'つめ' means to pack or fill up something, such as packing a suitcase or filling up a container to its capacity.",旅行のために荷物をつめる。,verb
つく,ツク,tsuku,動詞-非自立可能,1,attach,"to stick, adhere, or attach to something. It can also mean to arrive or reach a destination.",駅に着くと、雨が降っていました。,verb
つい,ツイ,tsui,動詞-非自立可能,1,inadvertently,"'つい' is used to describe an action done unintentionally or without thinking, often translated as 'inadvertently' or 'unconsciously'. It conveys a sense of doing something without intending to, often with a slight sense of regret.",つい夜更かししてしまった。,"verb (auxiliary, non-independent)"
っ放し,ッパナシ,tsu,接尾辞-形状詞的,1,left undone,"'っ放し' is a suffix that indicates an action or state that has been left undone or without change, often suggesting negligence or incompleteness.",テレビをつけっぱなしで寝てしまった。,suffix-adjective
っぽく,ッポク,ppoku,接尾辞-形容詞的,1,-like,Used as a suffix to indicate that something resembles or has a quality similar to another thing. It is often appended to nouns or verb stems to convey a sense of 'having the appearance of' or 'acting like'.,彼は子供っぽく振る舞う。,suffix - adjectival
かかっ,カカッ,kakatsu,動詞-非自立可能,1,took,"The word 'かかっ' is a verb form typically used to denote the act of something taking a certain amount of time, effort, or other resources. It is often used in the sense of something 'taking' a duration to occur or be completed. It is often part of the phrase 'かかる', which means 'to take (time/money/resources)'.",この仕事が終わるまでどれくらい時間がかかりますか。,verb - auxiliary
ちなみ,チナミ,chinami,名詞-普通名詞-一般,1,incidentally,"The word 'ちなみ' is often used to mean 'by the way', 'incidentally', or 'in passing'. It is used to introduce additional information, often related to the previous context.",彼は日本に行くそうです。ちなみ、彼は寿司が好きです。,noun
かかり,カカリ,kakari,動詞-非自立可能,1,depend,"The verb 'かかり' is often used in contexts where something depends on, relates to, or affects something else. It frequently appears in compound forms or as part of auxiliary verbs in sentences to indicate the action of relying or being affected by something.",その作業には多くの時間がかかります。,verb (auxiliary possible)
だらけ,ダラケ,darake,接尾辞-形状詞的,1,full of,"The suffix 'だらけ' is used to indicate that something is full of or covered with a particular thing, often implying a sense of negativity or messiness. For example, 'mistakes' or 'dirt'.",彼の部屋はゴミだらけだ。,suffix-adjective
かかん,カカン,kakan,形状詞-一般,1,bold,Displaying fearless or daring behavior; showing courage and confidence.,彼はかかんに新しいプロジェクトに取り組んだ。,adjective
かっちょ,カッチョ,katcho,名詞-普通名詞-一般,1,style,"A colloquial term often used in Japanese to denote style, attractiveness, or coolness. It can be used in contexts referring to someone's personal style or appearance.",彼は本当にかっちょいいね！,noun
たぶん,タブン,tabun,副詞,1,probably,"Expresses a higher likelihood or possibility, indicating that something is likely but not certain.",彼はたぶん来るでしょう。,adverb
かりたてる,カリタテル,karitateru,動詞-一般,1,urge,"To strongly drive or compel someone or something to action, often with an emotional or persuasive force.",彼の情熱は彼の仲間たちを行動にかりたてた。,verb
ただ,タダ,tada,副詞,1,just,"The word ""ただ"" can mean ""just"" or ""only."" It is used to express a sense of limitation or singularity. For instance, it can convey that something is the only thing, person, or factor relevant in a particular context.",ただ悲しいだけです。,adverb
かわいい,カワイー,kawaii,形容詞-一般,1,cute,"This adjective is used to describe something or someone as cute, charming, attractive, or endearing. It can refer to a physical appearance or personality trait.",この犬はとてもかわいいです。,adjective
き,キ,ki,助動詞,1,will,A Japanese auxiliary verb indicating a strong determination or intention to perform an action. It is often used to express one's will or decision to do something.,明日は早起きするき。,auxiliary verb
め,メ,me,助動詞,1,imperative,"The word 'め' in Japanese is an auxiliary verb used in the imperative form, often found at the end of verbs to give a direct order or command. It can give a somewhat harsh or commanding tone.",早く来いめ！,auxiliary verb
吹か,フカ,fuka,動詞-一般,1,blow,"The word '吹か' means 'to blow' in English, referring to the action of producing an air current, like blowing air from the mouth or a breeze from wind.",風が吹かない静かな夜だった。,verb
作り,ツクリ,tsukuri,動詞-一般,1,make,"The verb '作り' refers to the act of creating, making, or constructing something. It can imply the creation of a physical object, a plan, or the formation of an idea.",彼は優れた作品を作り出した。,verb
何,ナン,nani,名詞-数詞,1,what,"Used as a question word to inquire about something unknown or unspecified, often used to ask about something's identity, nature, or value.",何が起こったの？,noun-numeral
こなせ,コナセ,konase,動詞-非自立可能,1,handle,"Refers to the ability to manage, perform, or deal with something skillfully. This form implies successfully 'handling' or 'coping' with a task or challenge.",彼女はその仕事をうまくこなせました。,Verb - Intransitive
低俗,テーゾク,teizoku,名詞-普通名詞-形状詞可能,1,vulgarity,"Refers to something that is crude, indecent, or lacking sophistication. It can denote both the quality of being vulgar and a specific instance of such crudeness.",その映画は低俗で、見る価値がない。,noun
似,ニ,ji,動詞-一般,1,resemble,The verb '似' means to resemble or to look like something or someone. It indicates similarity or likeness in appearance or characteristics.,彼は母親によく似ている。,verb
